,duration,Max no. resources in a week,Sum of activities delays,network,activities start times,activities end times,activities durations,resources allocation
1782,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 9, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 6, 4, 9, 9, 10, 10, 10, 4]"
1875,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 0, 'D': 7, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 6, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
1941,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 5, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 17, 'F': 4, 'G': 7, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 12, 11, 5, 6, 10, 10, 4, 4, 4, 4, 4]"
2048,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 2, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 8, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 8, 12, 12, 12, 16, 16, 10, 9, 9, 10, 10, 10, 4, 4]"
2071,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 1, 'D': 7, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 7, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 16, 16, 11, 9, 4, 10, 10, 10, 4, 4]"
2105,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 3, 'D': 9, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 9, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 8, 12, 16, 16, 10, 10, 8, 9, 9, 10, 10, 10, 4]"
2228,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 1, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 7, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 16, 16, 6, 9, 9, 10, 10, 10, 4, 4]"
2453,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 2, 'D': 8, 'E': 10}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 8, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 16, 16, 10, 10, 5, 5, 10, 10, 10, 4, 4, 4, 4]"
2468,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 0, 'D': 8, 'E': 10}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 16, 16, 6, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
2536,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 5, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 17, 'F': 4, 'G': 7, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 16, 16, 11, 5, 6, 10, 10, 4, 4, 4, 4, 4]"
2674,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 0, 'D': 7, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 6, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 12, 11, 9, 4, 10, 10, 10, 4, 4]"
2730,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 8, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 6, 9, 9, 4, 10, 10, 10, 4]"
2738,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 9}","{'A': 10, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 16, 16, 11, 11, 6, 12, 10, 10, 4, 4, 4, 4, 4]"
2790,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 6, 5, 5, 10, 10, 10, 4, 4, 4, 4]"
2800,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 2, 'D': 8, 'E': 10}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 8, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 8, 12, 12, 16, 16, 10, 10, 11, 9, 10, 10, 10, 4, 4, 4]"
2826,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 10}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 16, 16, 10, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2900,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 9}","{'A': 10, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 16, 16, 6, 11, 11, 12, 10, 10, 4, 4, 4, 4, 4]"
2936,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 4, 4, 4, 10, 10, 10, 4]"
2988,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 1, 'D': 8, 'E': 10}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 7, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 16, 16, 10, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
3043,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 5, 'C': 0, 'D': 7, 'E': 9}","{'A': 9, 'B': 16, 'F': 5, 'G': 7, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 16, 12, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
42,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 6, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 5, 'G': 8, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 12, 17, 9, 10, 10, 10, 4, 4, 4]"
364,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 1, 'G': 7, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 16, 'F': 5, 'G': 9, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 11, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
372,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 6, 12, 12, 12, 16, 17, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
422,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 6, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 8, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 10, 16, 17, 9, 10, 10, 10, 4, 4, 4]"
577,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 17, 11, 4, 4, 10, 10, 10, 4, 4]"
623,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 9}","{'A': 9, 'B': 16, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 16, 17, 11, 6, 10, 10, 10, 4, 4, 4, 4]"
633,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 6, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 5, 'G': 8, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 10, 16, 17, 9, 10, 10, 10, 4, 4, 4]"
886,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 5, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 17, 17, 6, 6, 10, 4, 4, 4, 4, 4, 4]"
995,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 17, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 17, 11, 0, 6, 10, 10, 4, 4, 4, 4, 4]"
1100,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 4, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 17, 17, 6, 6, 10, 4, 4, 4, 4, 4, 4]"
1103,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 9, 'B': 16, 'F': 4, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 10, 17, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
1164,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 2, 'G': 7, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 16, 'F': 6, 'G': 9, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 11, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
1269,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 2, 'G': 6, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 15, 'F': 6, 'G': 8, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 17, 17, 4, 10, 10, 10, 4, 4, 4]"
1436,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 2, 'G': 6, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 6, 'G': 8, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 12, 17, 9, 10, 10, 10, 4, 4, 4]"
1784,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 17, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 17, 11, 0, 6, 10, 10, 4, 4, 4, 4, 4]"
1952,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 3, 'G': 7, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 16, 'F': 7, 'G': 9, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 12, 12, 12, 13, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
2003,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 2, 'G': 6, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 6, 'G': 8, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 10, 12, 12, 12, 12, 16, 17, 9, 10, 10, 10, 4, 4, 4]"
2562,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 6, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 17, 17, 6, 6, 10, 4, 4, 4, 4, 4, 4]"
2616,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 9, 'F': 0, 'G': 7, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 16, 'F': 4, 'G': 9, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 11, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
2626,17,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 10, 16, 17, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
2691,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 2, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 9, 'B': 16, 'F': 6, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 10, 12, 12, 12, 12, 17, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
2728,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 6, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 8, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 17, 17, 4, 10, 10, 10, 4, 4, 4]"
2781,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 9, 'B': 16, 'F': 5, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 10, 17, 17, 12, 10, 10, 4, 4, 4, 4, 4]"
2832,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 17, 11, 4, 4, 10, 10, 10, 4, 4]"
2884,16,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 9}","{'A': 9, 'B': 16, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 16, 17, 11, 6, 10, 10, 10, 4, 4, 4, 4]"
2890,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 6, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 8, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 12, 17, 9, 10, 10, 10, 4, 4, 4]"
2950,15,17,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 6, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 15, 'F': 5, 'G': 8, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 17, 17, 4, 10, 10, 10, 4, 4, 4]"
1305,15,12,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 2, 'G': 6, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 6, 'G': 8, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
1412,17,12,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 4, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 11, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
1612,17,12,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 5, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 11, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
1809,17,12,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 2, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 6, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 11, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
2100,15,12,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 6, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 8, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
2762,15,12,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 6, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 8, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 12, 12, 9, 9, 10, 10, 10, 4, 4]"
142,17,13,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 3, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 7, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 12, 12, 12, 13, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
1523,17,13,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 4, 'G': 8, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 8, 'G': 10, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 10, 10, 12, 12, 13, 13, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
26,15,16,4,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 8, 'E': 12}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 10, 'E': 15}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 6, 9, 9, 4, 4, 10, 10, 10]"
